SampleID,Index,OlinkID,UniProt,Assay,MissingFreq,Panel,Panel_Version,PlateID,QC_Warning,MaxLOD,LOD,NPX,Olink_NPX_Signature_Version,Normalization,Project,Olink NPX Signature Version,QC Deviation Inc Ctrl,QC Deviation Det Ctrl,Adj_factor,AssayFlag
58,1,OID00514,Q13261,IL-15RA,0.388888889,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.029649102,-0.2253948,-0.423599519,1.11.0,IPC Normalized,plate1,,,,-0.147862146,FALSO
58,1,OID00515,Q08334,IL-10RB,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,-0.009898833,-0.183825077,6.06957071,1.11.0,IPC Normalized,plate1,,,,-0.067542994,FALSO
58,1,OID00516,Q8N6P7,IL-22 RA1,0.933333333,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,1.301127645,0.855804989,0.182139496,1.11.0,IPC Normalized,plate1,,,,-0.312468704,FALSO
58,1,OID00517,Q13478,IL-18R1,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.541868878,0.247038664,7.204008271,1.11.0,IPC Normalized,plate1,,,,-0.17730632,FALSO
58,1,OID00518,Q9NZQ7,PD-L1,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,1.762895449,1.09868784,4.341018046,1.11.0,IPC Normalized,plate1,,,,-0.522030186,FALSO
58,1,OID00519,P01138,Beta-NGF,0.988888889,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.281657103,0.255259045,-0.12458074,1.11.0,IPC Normalized,plate1,,,,0.085871947,VERO
58,1,OID00520,P42830,CXCL5,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.618024963,0.391421297,7.896117869,1.11.0,IPC Normalized,plate1,,,,-0.107542119,FALSO
58,1,OID00521,O14788,TRANCE,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,-0.080078997,-0.262939648,4.566891544,1.11.0,IPC Normalized,plate1,,,,-0.077894395,FALSO
58,1,OID00522,P14210,HGF,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.024140749,0.062384368,8.366805321,1.11.0,IPC Normalized,plate1,,,,0.145314157,FALSO
58,1,OID00523,P29460,IL-12B,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,-0.814029411,-0.897803908,5.012257511,1.11.0,IPC Normalized,plate1,,,,0.006372697,FALSO
58,1,OID00524,Q13007,IL-24,0.544444444,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.021899422,0.012157665,-0.164324998,1.11.0,IPC Normalized,plate1,,,,0.097283527,FALSO
58,1,OID00525,P35225,IL13,0.722222222,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.693958547,0.672160312,0.27995392,1.11.0,IPC Normalized,plate1,,,,0.098796475,FALSO
58,1,OID00526,Q5T4W7,ARTN,0.433333333,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,-0.115261019,-0.200321525,0.3315003,1.11.0,IPC Normalized,plate1,,,,0.019195396,FALSO
58,1,OID00527,P09238,MMP-10,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.284513641,0.137529937,8.488841723,1.11.0,IPC Normalized,plate1,,,,-0.034656024,FALSO
58,1,OID00528,P22301,IL10,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.395452131,0.267760277,2.152783674,1.11.0,IPC Normalized,plate1,,,,-0.013124234,FALSO
58,1,OID05548,P01375,TNF,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.606538039,0.599752675,3.538035756,1.11.0,IPC Normalized,plate1,,,,0.112044253,FALSO
58,1,OID00530,P55773,CCL23,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.298979368,-0.217466579,9.299205037,1.11.0,IPC Normalized,plate1,,,,-0.403826192,FALSO
58,1,OID00531,P06127,CD5,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,-0.469147242,-0.560559471,4.69873996,1.11.0,IPC Normalized,plate1,,,,0.005698419,FALSO
58,1,OID00532,P10147,CCL3,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,-0.603861101,-0.723852469,4.688154005,1.11.0,IPC Normalized,plate1,,,,-0.025600703,FALSO
58,1,OID00533,P49771,Flt3L,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,1.57493913,1.537497272,9.317183005,1.11.0,IPC Normalized,plate1,,,,0.100940572,FALSO
58,1,OID00534,P80162,CXCL6,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.110871122,-0.157489054,6.609287595,1.11.0,IPC Normalized,plate1,,,,-0.159538481,FALSO
58,1,OID00535,P02778,CXCL10,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,1.854834398,2.071481104,7.872819164,1.11.0,IPC Normalized,plate1,,,,0.360680452,FALSO
58,1,OID00536,Q13541,4E-BP1,0.022222222,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,-0.472862986,-0.703591368,6.453741245,1.11.0,IPC Normalized,plate1,,,,-0.133692757,FALSO
58,1,OID00537,Q9NYY1,IL-20,0.966666667,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,-0.069429893,-0.253041227,-0.676612839,1.11.0,IPC Normalized,plate1,,,,-0.078430064,VERO
58,1,OID00538,Q8IXJ6,SIRT2,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.286915078,-0.201289063,2.726630539,1.11.0,IPC Normalized,plate1,,,,-0.375827974,FALSO
58,1,OID00539,Q9NRJ3,CCL28,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.007055639,-0.773616338,0.236590795,1.11.0,IPC Normalized,plate1,,,,-0.673946402,FALSO
58,1,OID01213,Q8NFT8,DNER,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,-0.484500618,-0.877842126,6.391470557,1.11.0,IPC Normalized,plate1,,,,-0.296540857,FALSO
58,1,OID00541,P80511,EN-RAGE,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.004212258,-0.50923816,1.420709363,1.11.0,IPC Normalized,plate1,,,,-0.406782253,FALSO
58,1,OID00542,P25942,CD40,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.626287806,0.414075275,9.973428909,1.11.0,IPC Normalized,plate1,,,,-0.09298415,FALSO
58,1,OID00543,O95760,IL33,0.977777778,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.030481856,-0.123218053,-1.63257672,1.11.0,IPC Normalized,plate1,,,,-0.046501339,VERO
58,1,OID05547,P01579,IFN-gamma,0.011111111,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,2.803203322,2.906598464,5.408410572,1.11.0,IPC Normalized,plate1,,,,0.266577235,FALSO
58,1,OID00545,O95750,FGF-19,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,-0.144985541,-0.227235812,7.462909736,1.11.0,IPC Normalized,plate1,,,,0.021405467,FALSO
58,1,OID00546,P05112,IL4,0.9,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.551109533,0.557876516,-0.333445638,1.11.0,IPC Normalized,plate1,,,,0.124477453,FALSO
58,1,OID00547,P15018,LIF,0.9,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.027330259,-0.103177393,-0.720241872,1.11.0,IPC Normalized,plate1,,,,-0.023372716,FALSO
58,1,OID00548,Q99748,NRTN,0.733333333,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.072685962,-0.100929339,-0.384619331,1.11.0,IPC Normalized,plate1,,,,-0.065564595,FALSO
58,1,OID00549,P80075,MCP-2,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.475569523,0.35190719,8.064338436,1.11.0,IPC Normalized,plate1,,,,-0.007477077,FALSO
58,1,OID00550,Q14790,CASP-8,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.519315578,0.322110469,3.084500619,1.11.0,IPC Normalized,plate1,,,,-0.080136584,FALSO
58,1,OID00551,O15444,CCL25,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,-0.368638699,-0.405551386,5.327634182,1.11.0,IPC Normalized,plate1,,,,0.062227311,FALSO
58,1,OID00552,P78423,CX3CL1,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.311352183,-0.002684692,1.802239254,1.11.0,IPC Normalized,plate1,,,,-0.201167303,FALSO
58,1,OID00553,Q07011,TNFRSF9,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.519846285,0.626108531,5.804580048,1.11.0,IPC Normalized,plate1,,,,0.223341486,FALSO
58,1,OID00554,P20783,NT-3,0.022222222,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.479689451,0.38345571,2.915812263,1.11.0,IPC Normalized,plate1,,,,0.020034698,FALSO
58,1,OID00555,O43508,TWEAK,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.051108019,-0.004297015,8.173496074,1.11.0,IPC Normalized,plate1,,,,0.052209994,FALSO
58,1,OID00556,P78556,CCL20,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.72221495,0.672015417,7.522797154,1.11.0,IPC Normalized,plate1,,,,0.070965696,FALSO
58,1,OID00557,P50225,ST1A1,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.532831061,1.038355678,5.357461278,1.11.0,IPC Normalized,plate1,,,,0.622866029,FALSO
58,1,OID00558,O95630,STAMBP,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,-0.087504495,-0.490564354,4.466941361,1.11.0,IPC Normalized,plate1,,,,-0.29824353,FALSO
58,1,OID00559,P05113,IL5,0.788888889,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.178609981,-0.268173158,7.903788144,1.11.0,IPC Normalized,plate1,,,,-0.336593741,FALSO
58,1,OID00560,P00813,ADA,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,-0.149355899,-0.259421705,4.822266401,1.11.0,IPC Normalized,plate1,,,,-0.006498308,FALSO
58,1,OID00561,P01374,TNFB,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.481423053,0.620129041,4.002074604,1.11.0,IPC Normalized,plate1,,,,0.255009431,FALSO
58,1,OID00562,P09603,CSF-1,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.194016942,0.049895944,9.493760317,1.11.0,IPC Normalized,plate1,,,,-0.033620521,FALSO
301,13,OID00471,P10145,IL8,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.31638384,0.105590976,4.64566042,1.11.0,IPC Normalized,plate1,,,,-0.097821698,FALSO
301,13,OID00472,P15692,VEGFA,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.827394752,0.653896622,10.45427651,1.11.0,IPC Normalized,plate1,,,,-0.050209234,FALSO
301,13,OID05124,P01732,CD8A,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,-0.528457163,-0.618235857,8.022571137,1.11.0,IPC Normalized,plate1,,,,0.006134438,FALSO
301,13,OID00474,P80098,MCP-3,0.055555556,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.736372646,0.628737493,2.027226339,1.11.0,IPC Normalized,plate1,,,,0.013815931,FALSO
301,13,OID00475,P39905,GDNF,0.044444444,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.674566862,0.566825877,1.173654171,1.11.0,IPC Normalized,plate1,,,,0.012462191,FALSO
301,13,OID00476,Q9H5V8,CDCP1,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,-0.260803438,-0.358016337,3.475382666,1.11.0,IPC Normalized,plate1,,,,0.004104382,FALSO
301,13,OID00477,Q9BZW8,CD244,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.945746569,0.868350189,6.645416249,1.11.0,IPC Normalized,plate1,,,,0.048282136,FALSO
301,13,OID00478,P13232,IL7,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,-0.020333672,0.030494785,0.954487833,1.11.0,IPC Normalized,plate1,,,,0.15700102,FALSO
301,13,OID00479,O00300,OPG,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,-0.103707404,-0.098218742,9.464343973,1.11.0,IPC Normalized,plate1,,,,0.10997784,FALSO
301,13,OID00480,P01137,LAP TGF-beta-1,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.339589143,-0.188689736,4.935918869,1.11.0,IPC Normalized,plate1,,,,-0.41483918,FALSO
301,13,OID00481,P00749,uPA,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.041400779,0.012886138,10.03343304,1.11.0,IPC Normalized,plate1,,,,0.078904391,FALSO
301,13,OID00482,P05231,IL6,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.13035165,-0.151484924,2.683414954,1.11.0,IPC Normalized,plate1,,,,-0.17262155,FALSO
301,13,OID00483,Q9P0M4,IL-17C,0.077777778,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.674474619,0.443513839,1.466087163,1.11.0,IPC Normalized,plate1,,,,-0.110759467,FALSO
301,13,OID00484,P13500,MCP-1,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.115197834,0.119613703,11.12909469,1.11.0,IPC Normalized,plate1,,,,0.113324924,FALSO
301,13,OID00485,Q16552,IL-17A,0.211111111,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.280066992,0.116490776,-0.015613949,1.11.0,IPC Normalized,plate1,,,,-0.051338318,FALSO
301,13,OID00486,O14625,CXCL11,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.34790453,0.029726856,6.503850759,1.11.0,IPC Normalized,plate1,,,,-0.20457008,FALSO
301,13,OID00487,O15169,AXIN1,0.066666667,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,-0.030987557,-0.077889954,1.085376302,1.11.0,IPC Normalized,plate1,,,,0.059055055,FALSO
301,13,OID00488,P50591,TRAIL,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.220295383,0.40423472,8.516559543,1.11.0,IPC Normalized,plate1,,,,0.294970398,FALSO
301,13,OID00489,Q9UHF4,IL-20RA,0.244444444,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.107080383,-0.006686216,0.124656829,1.11.0,IPC Normalized,plate1,,,,-0.005021442,FALSO
301,13,OID00490,Q07325,CXCL9,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.1518605,0.069984889,7.706284005,1.11.0,IPC Normalized,plate1,,,,0.027773693,FALSO
301,13,OID00491,P28325,CST5,0,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,-0.858756211,-1.127353003,6.398988704,1.11.0,IPC Normalized,plate1,,,,-0.179352669,FALSO
301,13,OID00492,P14784,IL-2RB,0.888888889,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.881393808,0.76929605,0.246191795,1.11.0,IPC Normalized,plate1,,,,0.012281423,FALSO
301,13,OID00493,P01583,IL-1 alpha,0.788888889,Olink Inflammation,Olink Target 96 Inflammation,Inflammation F.I.F 21/03/2024,Pass,0.294931191,0.312023201,0.256476652,1.11.0,IPC Normalized,plate1,,,,0.12963003,FALSO
