source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[biological replicate]	material type	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism]
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 11	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_CR1T10h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_CR1T10h_01.raw	11	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 12	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_CR4T30h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_CR4T30h_01.raw	12	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 13	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_CR3T224h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_CR3T224h_01.raw	13	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 14	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_BR2T30h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_BR2T30h_01.raw	14	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 15	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_CR2T224h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_CR2T224h_01.raw	15	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 16	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_CR3T10h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_CR3T10h_01.raw	16	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 17	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_BR4T124h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_BR4T124h_01.raw	17	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 18	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_CR4T224h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_CR4T224h_01.raw	18	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 19	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_BR4T224h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_BR4T224h_01.raw	19	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 20	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_AR4T124h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_AR4T124h_01.raw	20	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 21	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_BR3T24h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_BR3T24h_01.raw	21	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 22	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_CR3T24h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_CR3T24h_01.raw	22	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 23	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_CR4T324h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_CR4T324h_01.raw	23	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 24	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_AR1T324h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_AR1T324h_01.raw	24	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 25	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_AR2T324h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_AR2T324h_01.raw	25	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 26	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_AR3T124h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_AR3T124h_01.raw	26	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 27	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_CR1T324h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_CR1T324h_01.raw	27	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
PXD051528-Sample-1	Pseudomonas aeruginosa pao1h2o	not applicable	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	1	organism part	not available	run 28	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	20210522_velos_RRJ_Chem_BJ_KP_CR2T20h_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/10/PXD051528/20210522_velos_RRJ_Chem_BJ_KP_CR2T20h_01.raw	28	1	NT=label free sample;AC=MS:1002038	NT=Ltq orbitrap velos;AC=MS:1001742	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001251;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	not available	not available	NT=Pseudomonas aeruginosa pao1h2o;AC=NCBITaxon:1147787
