source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[sample material]	factor value[experimental condition]
4_Hepatocytes	Homo sapiens	liver	hepatocyte	not available	8	Christine_TPA_180223_LysC_H45	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Hepatocytes	donor 4
9_Hepatocytes	Homo sapiens	liver	hepatocyte	not available	9	Christine_TPA_180223_LysC_H48	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Hepatocytes	donor 9
8_Hepatocytes	Homo sapiens	liver	hepatocyte	not available	10	Christine_TPA_180223_LysC_H52	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H52.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Hepatocytes	donor 8
14_Hepatocytes	Homo sapiens	liver	hepatocyte	not available	11	Christine_TPA_180223_LysC_H55	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H55.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Hepatocytes	donor 14
11_Hepatocytes	Homo sapiens	liver	hepatocyte	not available	1	Christine_TPA_180223_Try_H2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Hepatocytes	donor 11
12_Hepatocytes	Homo sapiens	liver	hepatocyte	not available	2	Christine_TPA_180223_Try_H7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Hepatocytes	donor 12
1_Hepatocytes	Homo sapiens	liver	hepatocyte	not available	15	Christine_TPA_180223_Try_H12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Hepatocytes	donor 1
7_Hepatocytes	Homo sapiens	liver	hepatocyte	not available	14	Christine_TPA_180223_Try_H17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Hepatocytes	donor 7
15_Hepatocytes	Homo sapiens	liver	hepatocyte	not available	13	Christine_TPA_180223_Try_H22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Hepatocytes	donor 15
13_Hepatocytes	Homo sapiens	liver	hepatocyte	not available	3	Christine_TPA_180223_Try_H30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Hepatocytes	donor 13
6_Hepatocytes	Homo sapiens	liver	hepatocyte	not available	4	Christine_TPA_180223_Try_H33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Hepatocytes	donor 6
5_Hepatocytes	Homo sapiens	liver	hepatocyte	not available	5	Christine_TPA_180223_Try_H36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Hepatocytes	donor 5
3_Hepatocytes	Homo sapiens	liver	hepatocyte	not available	6	Christine_TPA_180223_Try_H39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Hepatocytes	donor 3
2_Hepatocytes	Homo sapiens	liver	hepatocyte	not available	7	Christine_TPA_180223_Try_H42	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Hepatocytes	donor 2
10_Hepatocytes	Homo sapiens	liver	hepatocyte	not available	8	Christine_TPA_180223_Try_H45	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Hepatocytes	donor 10
4_Hepatocytes	Homo sapiens	liver	hepatocyte	not available	9	Christine_TPA_180223_Try_H48	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Hepatocytes	donor 4
9_Hepatocytes	Homo sapiens	liver	hepatocyte	not available	10	Christine_TPA_180223_Try_H52	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H52.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Hepatocytes	donor 9
8_Hepatocytes	Homo sapiens	liver	hepatocyte	not available	11	Christine_TPA_180223_Try_H55	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H55.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Hepatocytes	donor 8
14_Hepatocytes	Homo sapiens	liver	hepatocyte	not available	12	Christine_TPA_180223_Try_H27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Hepatocytes	donor 14
11_Pellet	Homo sapiens	liver	not available	not available	1	Christine_TPA_180223_LysC_H4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Pellet	donor 11
12_Pellet	Homo sapiens	liver	not available	not available	2	Christine_TPA_180223_LysC_H9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Pellet	donor 12
1_Pellet	Homo sapiens	liver	not available	not available	15	Christine_TPA_180223_LysC_H14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Pellet	donor 1
7_Pellet	Homo sapiens	liver	not available	not available	14	Christine_TPA_180223_LysC_H19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Pellet	donor 7
15_Pellet	Homo sapiens	liver	not available	not available	13	Christine_TPA_180223_LysC_H24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Pellet	donor 15
11_Pellet	Homo sapiens	liver	not available	not available	1	Christine_TPA_180223_Try_H4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Pellet	donor 11
12_Pellet	Homo sapiens	liver	not available	not available	2	Christine_TPA_180223_Try_H9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Pellet	donor 12
1_Pellet	Homo sapiens	liver	not available	not available	15	Christine_TPA_180223_Try_H14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Pellet	donor 1
7_Pellet	Homo sapiens	liver	not available	not available	14	Christine_TPA_180223_Try_H19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Pellet	donor 7
15_Pellet	Homo sapiens	liver	not available	not available	13	Christine_TPA_180223_Try_H24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_Try_H24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Pellet	donor 15
11_Microsomes	Homo sapiens	liver	not available	not available	1	Christine_TPA_180223_LysC_H1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 11
12_Microsomes	Homo sapiens	liver	not available	not available	2	Christine_TPA_180223_LysC_H6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 12
1_Microsomes	Homo sapiens	liver	not available	not available	15	Christine_TPA_180223_LysC_H11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 1
7_Microsomes	Homo sapiens	liver	not available	not available	14	Christine_TPA_180223_LysC_H16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 7
15_Microsomes	Homo sapiens	liver	not available	not available	13	Christine_TPA_180223_LysC_H21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 15
13_Microsomes	Homo sapiens	liver	not available	not available	12	Christine_TPA_180223_LysC_H26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 13
6_Microsomes	Homo sapiens	liver	not available	not available	3	Christine_TPA_180223_LysC_H29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180223_LysC_H29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Microsomes	donor 6
