source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[sample material]	factor value[experimental condition]
Batch 085_F1	Homo sapiens	liver	hepatocyte	not available	6	Christine_TPA_180404_LysC_C1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_LysC_C1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 085_F1
Batch 085_F1	Homo sapiens	liver	hepatocyte	not available	6	Christine_TPA_180404_Try_C1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_Try_C1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 085_F1
Batch 085_F2	Homo sapiens	liver	hepatocyte	not available	7	Christine_TPA_180404_LysC_C2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_LysC_C2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 085_F2
Batch 085_F2	Homo sapiens	liver	hepatocyte	not available	7	Christine_TPA_180404_Try_C2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_Try_C2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 085_F2
Batch 085_F3	Homo sapiens	liver	hepatocyte	not available	8	Christine_TPA_180404_LysC_C3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_LysC_C3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 085_F3
Batch 085_F3	Homo sapiens	liver	hepatocyte	not available	8	Christine_TPA_180404_Try_C3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_Try_C3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 085_F3
Batch 085_F4	Homo sapiens	liver	hepatocyte	not available	9	Christine_TPA_180404_LysC_C4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_LysC_C4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 085_F4
Batch 085_F4	Homo sapiens	liver	hepatocyte	not available	9	Christine_TPA_180404_Try_C4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_Try_C4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 085_F4
Batch 085_F5	Homo sapiens	liver	hepatocyte	not available	10	Christine_TPA_180404_LysC_C5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_LysC_C5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 085_F5
Batch 085_F5	Homo sapiens	liver	hepatocyte	not available	10	Christine_TPA_180404_Try_C5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_Try_C5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 085_F5
Batch 029_unfrac.	Homo sapiens	liver	hepatocyte	not available	12	Christine_TPA_180404_LysC_D2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_LysC_D2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 029_unfrac.
Batch 029_unfrac.	Homo sapiens	liver	hepatocyte	not available	12	Christine_TPA_180404_Try_D2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_Try_D2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 029_unfrac.
Batch 051_unfrac.	Homo sapiens	liver	hepatocyte	not available	13	Christine_TPA_180404_LysC_D3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_LysC_D3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 051_unfrac.
Batch 051_unfrac.	Homo sapiens	liver	hepatocyte	not available	13	Christine_TPA_180404_Try_D3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_Try_D3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 051_unfrac.
Batch 085_unfrac.	Homo sapiens	liver	hepatocyte	not available	14	Christine_TPA_180404_LysC_D4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_LysC_D4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 085_unfrac.
Batch 085_unfrac.	Homo sapiens	liver	hepatocyte	not available	14	Christine_TPA_180404_Try_D4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_Try_D4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 085_unfrac.
Batch 051_F1	Homo sapiens	liver	hepatocyte	not available	15	Christine_TPA_180404_LysC_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_LysC_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 051_F1
Batch 051_F1	Homo sapiens	liver	hepatocyte	not available	15	Christine_TPA_180404_Try_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_Try_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 051_F1
Batch 051_F2	Homo sapiens	liver	hepatocyte	not available	16	Christine_TPA_180404_LysC_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_LysC_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 051_F2
Batch 051_F2	Homo sapiens	liver	hepatocyte	not available	16	Christine_TPA_180404_Try_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_Try_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 051_F2
Batch 051_F3	Homo sapiens	liver	hepatocyte	not available	17	Christine_TPA_180404_LysC_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_LysC_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 051_F3
Batch 051_F3	Homo sapiens	liver	hepatocyte	not available	17	Christine_TPA_180404_Try_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_Try_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 051_F3
Batch 051_F4	Homo sapiens	liver	hepatocyte	not available	18	Christine_TPA_180404_LysC_F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_LysC_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 051_F4
Batch 051_F4	Homo sapiens	liver	hepatocyte	not available	18	Christine_TPA_180404_Try_F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_Try_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 051_F4
Batch 051_F5	Homo sapiens	liver	hepatocyte	not available	19	Christine_TPA_180404_LysC_F5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_LysC_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 051_F5
Batch 051_F5	Homo sapiens	liver	hepatocyte	not available	19	Christine_TPA_180404_Try_F5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Christine_TPA_180404_Try_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	isolated hepatocyte	Batch 051_F5
	1
