Product;Panel;PanelVersion;PlateID;WellID;SampleID;SampleType;Assay;UniProt;OlinkID;Ct;NPX;LOD;BelowLOD;QuantifiedValue;Unit;LODQuant;LLOQ;LQL;BelowLQL;ULOQ;AboveULOQ;SampleQC;AssayQC;MissingFreq;Normalization;SoftwareVersion;SoftwareName;AssayType;QCDeviationDetCtrl;QCDeviationIncCtrl
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;IL10;P22301;OID05606;1.504.411;1.101.982;342.458;FALSE;14.618.890;pg/mL;0.48145;132.012;132.012;FALSE;4.034.801.101;FALSE;PASS;PASS;0.12500;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;IL13;P35225;OID05600;1.600.076;941.757;199.203;FALSE;11.659.845;pg/mL;0.38213;0.49957;0.49957;FALSE;558.985.041;FALSE;PASS;PASS;0.50000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;IL15;P40933;OID05610;1.219.092;1.321.433;223.014;FALSE;67.562.502;pg/mL;0.02218;0.77529;0.77529;FALSE;3.639.117.547;FALSE;PASS;PASS;0.50000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;IL17A;Q16552;OID05620;1.355.061;1.138.955;173.333;FALSE;18.742.169;pg/mL;0.03943;0.22831;0.22831;FALSE;1.686.832.582;FALSE;PASS;PASS;0.00000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;IL17C;Q9P0M4;OID05617;1.343.861;827.327;0.92403;FALSE;6.596.306;pg/mL;NA;0.73021;0.73021;FALSE;781.250.043;FALSE;PASS;PASS;100.000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;IL17F;Q96PD4;OID05597;1.461.979;857.143;130.372;FALSE;7.668.130;pg/mL;0.41027;0.29683;0.41027;FALSE;377.881.533;FALSE;PASS;PASS;0.00000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;IL18;Q14116;OID05601;1.519.594;1.007.960;155.913;FALSE;18.010.230;pg/mL;0.38393;0.46128;0.46128;FALSE;1.546.177.311;FALSE;PASS;PASS;0.50000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;IL1B;P01584;OID05589;1.583.525;879.639;261.398;FALSE;2.805.475;pg/mL;0.24741;0.35141;0.35141;FALSE;909.261.106;FALSE;PASS;PASS;0.00000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;IL2;P60568;OID05585;1.568.265;1.040.537;252.112;FALSE;772.636;pg/mL;0.01683;0.08701;0.08701;FALSE;246.212.763;FALSE;PASS;PASS;0.00000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;IL27;Q8NEV9_Q14213;OID05584;1.310.265;1.265.108;248.163;FALSE;22.459.450;pg/mL;0.07010;0.46561;0.46561;FALSE;3.146.011.535;FALSE;PASS;PASS;100.000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;IL33;O95760;OID05581;1.526.350;791.015;255.807;FALSE;2.070.056;pg/mL;0.16077;0.21111;0.21111;FALSE;787.582.162;FALSE;PASS;PASS;0.75000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;IL4;P05112;OID05591;1.620.136;1.049.437;297.932;FALSE;914.015;pg/mL;0.03883;0.04032;0.04032;FALSE;270.823.364;FALSE;PASS;PASS;0.50000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;IL6;P05231;OID05590;1.483.235;1.163.851;275.445;FALSE;4.924.767;pg/mL;0.07852;0.25261;0.25261;FALSE;390.625.000;FALSE;PASS;PASS;0.00000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;IL7;P13232;OID05598;1.434.209;840.294;122.122;FALSE;3.719.357;pg/mL;0.13037;0.26528;0.26528;FALSE;166.386.574;FALSE;PASS;PASS;100.000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;Inc Ctrl;NA;OID05586;979.357;0.00000;0.06961;TRUE;NA;NA;NA;NA;NA;TRUE;NA;FALSE;PASS;NA;0.00000;Calibrator Normalized;2.2.1;NPX Signature;inc_ctrl;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;LTA;P01374;OID05625;1.557.075;755.116;359.232;FALSE;1.782.029;pg/mL;0.86940;0.95135;0.95135;FALSE;155.729.331;FALSE;PASS;PASS;0.00000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;MMP1;P03956;OID05627;1.521.297;948.920;399.495;FALSE;7.235.333;pg/mL;0.08479;355.673;355.673;FALSE;981.636.282;FALSE;PASS;PASS;0.37500;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;MMP12;P39900;OID05613;1.613.607;812.556;105.721;FALSE;11.399.745;pg/mL;NA;762.939;762.939;FALSE;1.562.499.990;FALSE;PASS;WARN;0.50000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;OLR1;P78380;OID05583;1.539.235;807.067;0.39583;FALSE;3.046.178;pg/mL;NA;0.95367;0.95367;FALSE;390.625.002;FALSE;PASS;PASS;0.25000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;OSM;P13725;OID05621;1.643.384;831.243;102.986;FALSE;527.914;pg/mL;0.01084;0.13071;0.13071;FALSE;176.196.226;FALSE;PASS;PASS;0.00000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;TGFA;P01135;OID05588;1.280.197;673.197;112.974;FALSE;6.204.617;pg/mL;0.55955;109.252;109.252;FALSE;195.312.499;FALSE;PASS;PASS;0.50000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;TNF;P01375;OID05608;1.489.377;939.859;262.350;FALSE;23.156.095;pg/mL;280.946;381.470;381.470;FALSE;1.562.500.004;FALSE;PASS;PASS;0.00000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;TNFSF10;P50591;OID05603;1.135.769;876.742;-0.95763;FALSE;23.918.797;pg/mL;0.01895;168.650;168.650;FALSE;754.962.680;FALSE;PASS;PASS;0.50000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;TNFSF12;O43508;OID05592;1.308.118;858.480;0.23995;FALSE;13.617.639;pg/mL;NA;381.470;381.470;FALSE;1.562.500.004;FALSE;PASS;PASS;0.50000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;TSLP;Q969D9;OID05593;1.578.173;727.710;133.934;FALSE;1.009.995;pg/mL;0.11454;0.35825;0.35825;FALSE;650.263.050;FALSE;PASS;PASS;100.000;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;F6;Calibrator1;CALIBRATOR;VEGFA;P15692;OID05616;1.068.220;1.180.482;0.73605;FALSE;13.640.065;pg/mL;NA;0.47684;0.47684;FALSE;781.250.003;FALSE;PASS;PASS;0.37500;Calibrator Normalized;2.2.1;NPX Signature;assay;0.05169;-0.06035
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;CCL11;P51671;OID05594;1.411.885;926.452;0.49808;FALSE;5.791.985;pg/mL;0.07031;0.47467;0.47467;FALSE;2.112.040.552;FALSE;PASS;PASS;100.000;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;CCL13;Q99616;OID05602;1.175.082;1.251.600;156.063;FALSE;4.598.740;pg/mL;0.00545;0.05960;0.05960;FALSE;195.312.500;FALSE;PASS;PASS;0.37500;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;CCL19;Q99731;OID05607;1.306.606;1.199.224;225.979;FALSE;7.174.674;pg/mL;0.05449;0.95367;0.95367;FALSE;97.656.250;FALSE;PASS;PASS;0.50000;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;CCL2;P13500;OID05619;996.960;1.342.507;0.87813;FALSE;37.151.285;pg/mL;0.00789;0.23842;0.23842;FALSE;390.625.002;FALSE;PASS;PASS;0.00000;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;CCL3;P10147;OID05611;1.477.284;838.782;227.661;FALSE;463.390;pg/mL;0.01157;0.05109;0.05109;FALSE;136.445.024;FALSE;PASS;PASS;0.50000;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;CCL4;P13236;OID05623;1.359.755;910.508;-0.29344;FALSE;4.629.972;pg/mL;NA;0.11921;0.11921;FALSE;390.625.001;FALSE;PASS;PASS;0.50000;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;CCL7;P80098;OID05626;1.544.678;798.415;199.071;FALSE;586.849;pg/mL;0.05921;0.11921;0.11921;FALSE;195.312.500;FALSE;PASS;PASS;0.00000;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;CCL8;P80075;OID05580;1.149.655;1.032.039;0.83753;FALSE;1.655.640;pg/mL;0.00493;0.02980;0.02980;FALSE;195.312.500;FALSE;PASS;PASS;0.12500;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;CSF1;P09603;OID05622;1.200.470;1.137.473;125.498;FALSE;13.880.018;pg/mL;0.00765;0.14814;0.14814;FALSE;262.248.569;FALSE;PASS;PASS;0.00000;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;CSF2;P04141;OID05614;1.507.901;949.665;136.985;FALSE;888.533;pg/mL;0.00988;0.28971;0.28971;FALSE;564.864.586;FALSE;PASS;WARN;0.00000;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;CSF3;P09919;OID05615;1.449.417;652.640;-0.97490;FALSE;31.485.733;pg/mL;0.30748;1.037.567;1.037.567;FALSE;4.513.179.108;FALSE;PASS;PASS;0.50000;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;CXCL10;P02778;OID05604;1.238.995;1.084.375;265.718;FALSE;7.438.068;pg/mL;0.20023;0.44190;0.44190;FALSE;325.569.721;FALSE;PASS;PASS;0.00000;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;CXCL11;O14625;OID05624;1.277.369;868.508;-0.77902;FALSE;2.658.055;pg/mL;NA;0.11921;0.11921;FALSE;195.312.499;FALSE;PASS;PASS;0.37500;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;CXCL12;P48061;OID05582;1.826.340;634.263;247.383;FALSE;37.616.092;pg/mL;4.058.936;5.474.972;5.474.972;FALSE;3.124.999.966;FALSE;PASS;PASS;100.000;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;CXCL8;P10145;OID05612;1.478.933;832.592;-0.04876;FALSE;581.844;pg/mL;NA;0.30225;0.30225;FALSE;290.832.512;FALSE;PASS;PASS;0.50000;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;CXCL9;Q07325;OID05587;1.110.096;811.457;-0.49739;FALSE;4.091.251;pg/mL;0.01744;0.20358;0.20358;FALSE;259.112.023;FALSE;PASS;PASS;0.00000;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;Det Ctrl;NA;OID05599;1.019.328;-0.05737;0.08104;TRUE;NA;NA;NA;NA;NA;TRUE;NA;FALSE;PASS;NA;100.000;Calibrator Normalized;2.2.1;NPX Signature;det_ctrl;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;EGF;P01133;OID05618;1.371.641;963.824;124.279;FALSE;3.921.150;pg/mL;0.02046;0.47684;0.47684;FALSE;97.656.250;FALSE;PASS;PASS;0.37500;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;Ext Ctrl;NA;OID05609;1.227.160;0.00000;0.00000;FALSE;NA;NA;NA;NA;NA;FALSE;NA;FALSE;PASS;NA;0.00000;Calibrator Normalized;2.2.1;NPX Signature;ext_ctrl;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;FLT3LG;P49771;OID05596;1.328.103;986.786;0.69932;FALSE;9.419.885;pg/mL;0.01593;0.95367;0.95367;FALSE;390.625.003;FALSE;PASS;PASS;0.50000;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;HGF;P14210;OID05595;1.363.732;1.064.598;233.225;FALSE;17.462.045;pg/mL;0.40041;0.22239;0.40041;FALSE;1.562.480.338;FALSE;PASS;PASS;0.37500;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;IFNG;P01579;OID05605;1.651.510;903.431;221.519;FALSE;301.697;pg/mL;0.01092;0.03993;0.03993;FALSE;388.180.300;FALSE;PASS;PASS;0.00000;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;IL10;P22301;OID05606;1.478.348;1.109.247;342.458;FALSE;15.305.475;pg/mL;0.48145;132.012;132.012;FALSE;4.034.801.101;FALSE;PASS;PASS;0.12500;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;IL13;P35225;OID05600;1.594.714;928.320;199.203;FALSE;10.710.278;pg/mL;0.38213;0.49957;0.49957;FALSE;558.985.041;FALSE;PASS;PASS;0.50000;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;IL15;P40933;OID05610;1.201.311;1.320.416;223.014;FALSE;67.062.881;pg/mL;0.02218;0.77529;0.77529;FALSE;3.639.117.547;FALSE;PASS;PASS;0.50000;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;IL17A;Q16552;OID05620;1.335.017;1.140.201;173.333;FALSE;18.898.553;pg/mL;0.03943;0.22831;0.22831;FALSE;1.686.832.582;FALSE;PASS;PASS;0.00000;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
TARGET48;Olink Target 48 Cytokine;932011;MAIT_Alarmins3;G6;Calibrator2;CALIBRATOR;IL17C;Q9P0M4;OID05617;1.299.162;853.227;0.92403;FALSE;7.774.407;pg/mL;NA;0.73021;0.73021;FALSE;781.250.043;FALSE;PASS;PASS;100.000;Calibrator Normalized;2.2.1;NPX Signature;assay;-0.13841;-0.24651
